ID	COGID	POS	ALIGNMENT	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN
6165	126		ŋ j i - ⁵⁵ + k u - ŋ ⁵¹ + t ṵ ²¹	noon	Atsi	noon	0750.30	Atsi [Zaiwa]	ŋji⁵⁵kuŋ⁵¹tu̱²¹	day roof		734 61 62	TBL		12		ŋji⁵⁵kuŋ⁵¹tu̱²¹		ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹	42068
6166	66		pʰ j ɔ̆ ³¹ + k ɔ̃ ∼ ³⁵	the spider	Maru	spider	0361.31	Langsu (Luxi)	phjɔ̆³¹kɔ̃³⁵			961 960	TBL		843		pʰjɔ̆³¹kɔ̃³⁵		pʰ j ɔ̆ ³¹ + k ɔ̃ ∼ ³⁵	43534
6169	93		s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³	the rainbow	Lashi	rainbow	0011.33	Leqi (Luxi)	sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³			1004 1008 1258 1256	TBL		1733		sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³		s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³	46785
6172	138		p u ⁵⁵	hot	Achang_Longchuan	hot	1062.28	Achang (Longchuan)	pu⁵⁵	hot		67	TBL		1286		pu⁵⁵		p u ⁵⁵	36961
6174	141		m a m ³¹	to chew	Xiandao	chew	1424.29	Achang (Xiandao)	mam³¹	chew		71	TBL		321		mam³¹		m a m ³¹	39012
6175	143		k ʐ - o ʔ ⁵⁵	the mouse or rat	Xiandao	mouse	0320.29	Achang (Xiandao)	kʐoʔ⁵⁵	mouse		74	TBL		2139		kʐoʔ⁵⁵		k ʐ o ʔ ⁵⁵	37991
6178	148		p u m ⁵⁵ + f u i - ³¹	the wolf	Xiandao	wolf	0324.29	Achang (Xiandao)	pum⁵⁵fui³¹	mountain dog		473 1298	TBL		522		pum⁵⁵fui³¹		p u m ⁵⁵ + f u i ³¹	37995
6179	41		t a ³¹	the daughter	Bola	daughter	0222.32	Bola (Luxi)	ta³¹	child		693	TBL		1357		ta³¹		t a ³¹	45164
6180	152		x ɔ ³¹	salty	Achang_Longchuan	salty	1076.28	Achang (Longchuan)	xɔ³¹	bitter	looks like bitter to me	78	TBL		1091		xɔ³¹		x ɔ ³¹	400393
6181	42		x o ²¹	to plant (vegetals, rice)	Atsi	plant (trees)	1774.30	Atsi [Zaiwa]	xo²¹			943	TBL		1486		xo²¹		x o ²¹	43122
6182	156		tʰ ɔ̃ - ∼ ³⁵	firewood	Maru	firewood	0534.31	Langsu (Luxi)	thɔ̃³⁵	firewood		80	TBL		10		tʰɔ̃³⁵		tʰ ɔ̃ ∼ ³⁵	43710
6183	45		ŋ ɔ ʔ ⁵⁵	the sparrow	Xiandao	sparrow	0336.29	Achang (Xiandao)	ŋɔʔ⁵⁵	sparrow		87	TBL		1854		ŋɔʔ⁵⁵		ŋ ɔ ʔ ⁵⁵	38007
6185	143		k ʐ - o ʔ ⁵⁵	the mouse or rat	Achang_Longchuan	mouse	0320.28	Achang (Longchuan)	kʐoʔ⁵⁵	mouse		74	TBL		2139		kʐoʔ⁵⁵		k ʐ o ʔ ⁵⁵	36216
6187	165		ŋ ɑ ²²	I [first person singular]	Rangoon	I	0928.27	Burmese (Rangoon)	ŋɑ²²	me		91	TBL		1209		ŋɑ²²		ŋ ɑ ²²	34950
6188	55		l a ŋ ⁵⁵	round	Maru	circle / circular	0990.31	Langsu (Luxi)	laŋ⁵⁵	round		950	TBL		1395		laŋ⁵⁵		l a ŋ ⁵⁵	44167
6189	170		n̥ʲ o - t ⁵⁵ + t u ŋ ⁵⁵	the lip (the lips)	Achang_Longchuan	lip	0085.28	Achang (Longchuan)	ȵ̥ot⁵⁵tuŋ⁵⁵	mouth wing		480 1305	TBL		478		ȵ̥ot⁵⁵tuŋ⁵⁵		n̥ʲ o t ⁵⁵ + t u ŋ ⁵⁵	35976
6190	56		f u - - ³¹ + l a i ³¹	the flea	Xiandao	flea	0355.29	Achang (Xiandao)	fu³¹lai³¹	??? flea		1236 952	TBL		232		fu³¹lai³¹		f u ³¹ + l a i ³¹	38026
6191	173		ʂ a n ³¹ + u - - ³¹	the nit	Xiandao	nit	0357.29	Achang (Xiandao)	ʂan³¹u³¹	louse egg-head		445 1306	TBL		267		ʂan³¹u³¹		ʂ a n ³¹ + u ³¹	38028
6192	47		x u ŋ ³¹ + p a u ³¹	the shoulder	Achang_Longchuan	shoulder	0090.28	Achang (Longchuan)	xuŋ³¹pau³¹	shoulder1 shoulder2		1234 948	TBL		1482		xuŋ³¹pau³¹		x u ŋ ³¹ + p a u ³¹	35981
6193	178		k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵	the armpit	Achang_Longchuan	armpit	0092.28	Achang (Longchuan)	kă³¹liŋ³⁵tʂhuaʔ⁵⁵	ka-prefix armpit1 armpit2		1307 1308 94	TBL		1886		kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵		k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵	35983
6194	66		k o ŋ ³¹ + k a u ⁵⁵	the spider	Xiandao	spider	0361.29	Achang (Xiandao)	koŋ³¹kau⁵⁵			960 1399	TBL		843		koŋ³¹kau⁵⁵		k o ŋ ³¹ + k a u ⁵⁵	38032
6195	71		p j ḭ ³¹	horizontal	Maru	horizontal	1001.31	Langsu (Luxi)	pji̱³¹	horizontal		965	TBL		2376		pji̱³¹		p j ḭ ³¹	44177
6196	68		t a - ⁵⁵	the earthworm	Xiandao	earthworm	0363.29	Achang (Xiandao)	ta⁵⁵	earthworm		963	TBL		2350		ta⁵⁵		t a ⁵⁵	38034
6197	80		ŋ a u - ⁵⁵	to cry (weep)	Xiandao	cry	1485.29	Achang (Xiandao)	ŋau⁵⁵	cry		32	TBL		1420		ŋau⁵⁵		ŋ a u ⁵⁵	39059
6198	184		tɕʰ - i - ⁵⁵ + s a n ⁵⁵	the thigh	Achang_Longchuan	thigh	0100.28	Achang (Longchuan)	tɕhi⁵⁵san⁵⁵	foot thigh		19 1312	TBL		800		ʨʰi⁵⁵san⁵⁵		tɕʰ i ⁵⁵ + s a n ⁵⁵	35991
6199	83		kʰ j i - ⁵⁵ + s a ŋ ³⁵	the hoof	Bola	hoof	0264.32	Bola (Luxi)	khji⁵⁵saŋ³⁵	foot hoof		19 144	TBL		152		kʰji⁵⁵saŋ³⁵		kʰ j i ⁵⁵ + s a ŋ ³⁵	45209
6201	84		n ɔ ʔ ³¹	dark	Maru	dark	1013.31	Langsu (Luxi)	nɔʔ³¹	black		92	TBL		706		nɔʔ³¹		n ɔ ʔ ³¹	44189
6202	94		n ɔ ʔ ⁵⁵	early	Maru	early	1018.31	Langsu (Luxi)	nɔʔ⁵⁵	early		35	TBL		672		nɔʔ⁵⁵		n ɔ ʔ ⁵⁵	44194
6203	99		k j a m ³¹	late	Maru	late	1019.31	Langsu (Luxi)	kjam³¹	late		1261	TBL		477		kjam³¹		k j a m ³¹	44195
6205	183		j ɔ̃ ∼ ⁵⁵	the goat	Bola	goat	0276.32	Bola (Luxi)	jɔ̃⁵⁵	goat	Borrowing from Chinese, @lingulist	1313	TBL		1502		jɔ̃⁵⁵		j ɔ̃ ∼ ⁵⁵	45221
6206	173		ʃ ɛ̰ n ⁵⁵ + u - - ⁵³	the nit	Lashi	nit	0357.33	Leqi (Luxi)	ʃɛ̱n⁵⁵u⁵³	louse egg		445 1306	TBL		267		ʃɛ̱n⁵⁵u⁵³		ʃ ɛ̰ n ⁵⁵ + u ⁵³	47132
6207	104		m u - k ⁵⁵ + k u m ³¹	the thunder	Maru	thunder	0008.31	Langsu (Luxi)	muk⁵⁵kum³¹	sky thunder?		1265 44	TBL		1150		muk⁵⁵kum³¹		m u k ⁵⁵ + k u m ³¹	43178
6208	38		a ³¹ + ʐ ɿ ⁵⁵	the skin	Achang_Longchuan	skin	0120.28	Achang (Longchuan)	a³¹ʐɿ⁵⁵	a-prefix skin		1222 936	TBL		763		a³¹ʐɿ⁵⁵		a ³¹ + ʐ ɿ ⁵⁵	36011
6209	92		ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹	the rainbow	Maru	rainbow	0011.31	Langsu (Luxi)	ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹			1005 1006 1007 1008	TBL		1733		ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹		ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹	43181
6210	109		ɣ - ɔ̃ ∼ ³¹	hard	Maru	hard	1034.31	Langsu (Luxi)	ɣɔ̃³¹	hard		49	TBL		1884		ɣɔ̃³¹		ɣ ɔ̃ ∼ ³¹	44207
6211	105		ŋ a̰ ŋ ³¹	the frost	Maru	frost	0014.31	Langsu (Luxi)	ŋa̱ŋ³¹	dew-frost		390	TBL		2034		ŋa̱ŋ³¹		ŋ a̰ ŋ ³¹	43184
6212	185		ŋ a̰ ŋ ³¹	the dew	Maru	dew	0015.31	Langsu (Luxi)	ŋa̱ŋ³¹	dew-frost		390	TBL		1977		ŋa̱ŋ³¹		ŋ a̰ ŋ ³¹	43185
6213	118		tθ u ²²	he or she [third person singular]	Rangoon	he	0934.27	Burmese (Rangoon)	tθu²²	he		894	TBL		262		tθu²²		tθ u ²²	34956
6214	96		tʰ a ŋ ⁵¹ + k j o ⁵⁵	late	Atsi	late	1019.30	Atsi [Zaiwa]	thaŋ⁵¹kjo⁵⁵	late fall-descend		1260 37	TBL		477		tʰaŋ⁵¹kjo⁵⁵		tʰ a ŋ ⁵¹ + k j o ⁵⁵	42355
6215	186		v ə̆ ³¹ + k a u ŋ ³⁵	outside	Maru	outside	0714.31	Langsu (Luxi)	və̆³¹kauŋ³⁵	outside middle		101 967	TBL		762		və̆³¹kauŋ³⁵		v ə̆ ³¹ + k a u ŋ ³⁵	43890
6216	189		- l a ³¹	the tiger	Bola	tiger	0304.32	Bola (Luxi)	la³¹	tiger		104	TBL		846		la³¹		l a ³¹	45249
6217	60		a ³¹ + tɕʰ o t ⁵³	the lung	Achang_Longchuan	lung	0143.28	Achang (Longchuan)	a³¹tɕhot⁵³	a-prefix liver		1238 957	TBL		688		a³¹ʨʰot⁵³		a ³¹ + tɕʰ o t ⁵³	36034
6219	198		ŋ a i ³¹	young	Maru	young	1059.31	Langsu (Luxi)	ŋai³¹	small		677	TBL		1207		ŋai³¹		ŋ a i ³¹	44231
6220	136		l a u ŋ ³¹	hot	Maru	hot	1062.31	Langsu (Luxi)	lauŋ³¹	hot		68	TBL		1286		lauŋ³¹		l a u ŋ ³¹	44234
6222	48		w ɑ̃ i ∼ ⁵⁵	round	Rangoon	circle / circular	0990.27	Burmese (Rangoon)	wɑ̃i⁵⁵			28	TBL		1395		wɑ̃i⁵⁵		w ɑ̃ i ∼ ⁵⁵	35020
6223	156		tʰ a - ŋ ⁵⁵	firewood	Lashi	firewood	0534.33	Leqi (Luxi)	thaŋ⁵⁵	firewood		80	TBL		10		tʰaŋ⁵⁵		tʰ a ŋ ⁵⁵	47310
6224	100		tθ o ⁵⁵	the sheep	Rangoon	sheep	0275.27	Burmese (Rangoon)	tθo⁵⁵			40	TBL		1331		tθo⁵⁵		tθ o ⁵⁵	34275
6225	201		m j i k ³¹ + ts a̰ i ³⁵	the mud	Maru	mud	0046.31	Langsu (Luxi)	mjik³¹tsa̱i³⁵	earth-mud-1 earth-mud-2		690 691	TBL		640		mjik³¹ʦa̱i³⁵		m j i k ³¹ + ts a̰ i ³⁵	43216
6226	146		ɣ - - ɔ ʔ ³¹ + n a ʔ ³¹	the mouse or rat	Bola	mouse	0320.32	Bola (Luxi)	ɣɔʔ³¹naʔ³¹	vermin black		74 92	TBL		2139		ɣɔʔ³¹naʔ³¹		ɣ ɔ ʔ ³¹ + n a ʔ ³¹	45265
6227	104		m o - - ⁵⁵ + tɕʰ - ẽ - ⁵⁵	the thunder	Rangoon	thunder	0008.27	Burmese (Rangoon)	mo⁵⁵tɕhẽ⁵⁵			1265 43	TBL		1150		mo⁵⁵ʨʰẽ⁵⁵		m o ⁵⁵ + tɕʰ ẽ ∼ ⁵⁵	34002
6228	138		p u ⁵⁵	hot	Xiandao	hot	1062.29	Achang (Xiandao)	pu⁵⁵	hot		67	TBL		1286		pu⁵⁵		p u ⁵⁵	38742
6229	89		tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³	the rainbow	Rangoon	rainbow	0011.27	Burmese (Rangoon)	tθɛʔ⁴tɑ̃⁵³			1002 1003	TBL		1733		tθɛʔ⁴tɑ̃⁵³		tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³	34005
6231	57		m o - - ⁵⁵ + tθ i ⁵⁵	the hail	Rangoon	hail	0013.27	Burmese (Rangoon)	mo⁵⁵tθi⁵⁵			592 956	TBL		609		mo⁵⁵tθi⁵⁵		m o ⁵⁵ + tθ i ⁵⁵	34007
6232	152		kʰ ɔ ³⁵	salty	Maru	salty	1076.31	Langsu (Luxi)	khɔ³⁵	bitter	looks like bitter to me	78	TBL		1091		kʰɔ³⁵		kʰ ɔ ³⁵	400396
6233	185		n̥ ɪ̃ ∼ ⁵⁵	the dew	Rangoon	dew	0015.27	Burmese (Rangoon)	n̥ɪ̃⁵⁵			390	TBL		1977		n̥ɪ̃⁵⁵		n̥ ɪ̃ ∼ ⁵⁵	34009
6235	43		tʃ ə̆ ʔ ³¹ + kʰ j ɔ̃ ∼ ³⁵	the sparrow	Bola	sparrow	0336.32	Bola (Luxi)	tʃə̆ʔ³¹khjɔ̃³⁵	sparrow-1 sparrow-2		946 945	TBL		1854		tʃə̆ʔ³¹kʰjɔ̃³⁵		tʃ ə̆ ʔ ³¹ + kʰ j ɔ̃ ∼ ³⁵	45281
6236	219		t ɔ i ³¹ + k a u ³⁵	to be alive	Maru	living (adj.)	1087.31	Langsu (Luxi)	tɔi³¹kau³⁵	be-alive-1 be-alive-2		127 1332	TBL		1422		tɔi³¹kau³⁵		t ɔ i ³¹ + k a u ³⁵	44259
6237	85		m̥ ɑ̃ u ∼ ²²	dark	Rangoon	dark	1013.27	Burmese (Rangoon)	m̥ɑ̃u²²	dark		34	TBL		706		m̥ɑ̃u²²		m̥ ɑ̃ u ∼ ²²	35045
6238	148		p u m ⁵⁵ + x u i - ³¹	the wolf	Achang_Longchuan	wolf	0324.28	Achang (Longchuan)	pum⁵⁵xui³¹	mountain dog		473 1298	TBL		522		pum⁵⁵xui³¹		p u m ⁵⁵ + x u i ³¹	36220
6239	95		s ɔ ⁵⁵	early	Rangoon	early	1018.27	Burmese (Rangoon)	sɔ⁵⁵	early		36	TBL		672		sɔ⁵⁵		s ɔ ⁵⁵	35050
6240	96		n ɑ u ʔ ⁴ + tɕ - ɑ ⁵³	late	Rangoon	late	1019.27	Burmese (Rangoon)	nɑuʔ⁴tɕɑ⁵³			38 37	TBL		477		nɑuʔ⁴ʨɑ⁵³		n ɑ u ʔ ⁴ + tɕ ɑ ⁵³	35051
6243	56		kʰ ə̆ - ³¹ + l ṵ i ³⁵	the flea	Bola	flea	0355.32	Bola (Luxi)	khə̆³¹lu̱i³⁵	fleat-1 flea-2		1237 952	TBL		232		kʰə̆³¹lu̱i³⁵		kʰ ə̆ ³¹ + l ṵ i ³⁵	45300
6244	203		k ə̰ ⁵⁵ + n a̰ ²¹	the mud	Atsi	mud	0046.30	Atsi [Zaiwa]	kə̱⁵⁵na̱²¹			1326 1327	TBL		640		kə̱⁵⁵na̱²¹		k ə̰ ⁵⁵ + n a̰ ²¹	41342
6245	173		ʃ ɔ n ³⁵ + ṵ - - ³⁵	the nit	Bola	nit	0357.32	Bola (Luxi)	ʃɔn³⁵u̱³⁵	louse egg		445 1306	TBL		267		ʃɔn³⁵u̱³⁵		ʃ ɔ n ³⁵ + ṵ ³⁵	45302
6246	199		ɕ - ũ - ⁵³	the mud	Rangoon	mud	0046.27	Burmese (Rangoon)	ɕũ⁵³			119	TBL		640		ɕũ⁵³		ɕ ũ ∼ ⁵³	34040
6247	65		k j ɔ̰̃ ∼ ⁵⁵	the mosquito	Bola	mosquito	0360.32	Bola (Luxi)	kjɔ̱̃⁵⁵	mosquito		959	TBL		1509		kjɔ̱̃⁵⁵		k j ɔ̰̃ ∼ ⁵⁵	45305
6248	66		pʰ i ³¹ + k ɔ̃ ∼ ³¹	the spider	Bola	spider	0361.32	Bola (Luxi)	phi³¹kɔ̃³¹	spider-1 spider-2		961 960	TBL		843		pʰi³¹kɔ̃³¹		pʰ i ³¹ + k ɔ̃ ∼ ³¹	45306
6249	68		v a ʔ ³¹ + t a i ⁵⁵	the earthworm	Bola	earthworm	0363.32	Bola (Luxi)	vaʔ³¹tai⁵⁵	pig worm		964 963	TBL		2350		vaʔ³¹tai⁵⁵		v a ʔ ³¹ + t a i ⁵⁵	45308
6250	46		l ɔ ʔ ³¹ + s a ŋ ³¹	the shoulder	Maru	shoulder	0090.31	Langsu (Luxi)	lɔʔ³¹saŋ³¹	hand shoulder?		947 26	TBL		1482		lɔʔ³¹saŋ³¹		l ɔ ʔ ³¹ + s a ŋ ³¹	43261
6251	149		m j a ŋ ⁵⁵ + kʰ u i - ³⁵	the wolf	Bola	wolf	0324.32	Bola (Luxi)	mjaŋ⁵⁵khui³⁵	thunder dog		1299 1298	TBL		522		mjaŋ⁵⁵kʰui³⁵		m j a ŋ ⁵⁵ + kʰ u i ³⁵	45269
6252	227		k a̰ n ⁵⁵ + t a ŋ ³³	the stick	Lashi	rod / stick	0586.33	Leqi (Luxi)	ka̱n⁵⁵taŋ³³			1336 1337	TBL		1295		ka̱n⁵⁵taŋ³³		k a̰ n ⁵⁵ + t a ŋ ³³	47362
6253	179		t ɔ̃ ∼ ⁵⁵ + p u - k ⁵⁵	the thigh	Maru	thigh	0100.31	Langsu (Luxi)	tɔ̃⁵⁵puk⁵⁵	thigh1 thigh2		97 98	TBL		800		tɔ̃⁵⁵puk⁵⁵		t ɔ̃ ∼ ⁵⁵ + p u k ⁵⁵	43271
6254	3		kʰ j i k ³¹	the foot	Maru	foot	0103.31	Langsu (Luxi)	khjik³¹	foot		19	TBL		1301		kʰjik³¹		kʰ j i k ³¹	43274
6256	0		ts a ŋ ³¹ + ʑ i ³¹	the daughter	Achang_Longchuan	daughter	0222.28	Achang (Longchuan)	tsaŋ³¹ʑi³¹	? ?		1228 1229	TBL		1357		ʦaŋ³¹ʑi³¹		ts a ŋ ³¹ + ʑ i ³¹	36113
6257	41		ts o -	the daughter	Maru	daughter	0222.31	Langsu (Luxi)	tso	child		1230	TBL		1357		ʦo		ts o	43395
6258	188		ʃ i ŋ ²¹ + k a̰ n ²¹	outside	Atsi	outside	0714.30	Atsi [Zaiwa]	ʃiŋ²¹ka̱n²¹	? ?		1318 1319	TBL		762		ʃiŋ²¹ka̱n²¹		ʃ i ŋ ²¹ + k a̰ n ²¹	42030
6259	165		ŋ o ⁵¹	I [first person singular]	Atsi	I	0928.30	Atsi [Zaiwa]	ŋo⁵¹	I-me		91	TBL		1209		ŋo⁵¹		ŋ o ⁵¹	42262
6260	191		n u ⁵³	young	Rangoon	young	1059.27	Burmese (Rangoon)	nu⁵³			111	TBL		1207		nu⁵³		n u ⁵³	35095
6261	190		p j o ²²	young	Rangoon	young	1059.27	Burmese (Rangoon)	pjo²²			112	TBL		1207		pjo²²		p j o ²²	35096
6262	110		tʰ a n ⁵¹	hard	Atsi	hard	1034.30	Atsi [Zaiwa]	than⁵¹	hard		1268	TBL		1884		tʰan⁵¹		tʰ a n ⁵¹	42372
6263	38		ʃ ɔ̆ ³⁵ + j a m ⁵⁵	the skin	Maru	skin	0120.31	Langsu (Luxi)	ʃɔ̆³⁵jam⁵⁵	meat skin		452 1223	TBL		763		ʃɔ̆³⁵jam⁵⁵		ʃ ɔ̆ ³⁵ + j a m ⁵⁵	43291
6264	119		- j a̰ ŋ ²¹	he or she [third person singular]	Atsi	he	0934.30	Atsi [Zaiwa]	ja̱ŋ²¹	he		57	TBL		262		ja̱ŋ²¹		j a̰ ŋ ²¹	42268
6266	167		n̥ o - ʔ ⁴ + kʰ - ɑ̃ ∼ - ⁵⁵	the lip (the lips)	Rangoon	lip	0085.27	Burmese (Rangoon)	n̥oʔ⁴khɑ̃⁵⁵	mouth ?		480 1009	TBL		478		n̥oʔ⁴kʰɑ̃⁵⁵		n̥ o ʔ ⁴ + kʰ ɑ̃ ∼ ⁵⁵	34080
6268	185		tsʰ e ³¹	the dew	Achang_Longchuan	dew	0015.28	Achang (Longchuan)	tshe³¹	dew		100	TBL		1977		ʦhe³¹		tsʰ e ³¹	35906
6269	47		p ɑ - ⁵³ + kʰ õ ⁵⁵ -	the shoulder	Rangoon	shoulder	0090.27	Burmese (Rangoon)	pɑ⁵³khõ⁵⁵			948 27	TBL		1482		pɑ⁵³kʰõ⁵⁵		p ɑ ⁵³ + kʰ õ ∼ ⁵⁵	34085
6270	177		tɕʰ ɑ̃ i ∼ ⁵⁵	the armpit	Rangoon	armpit	0092.27	Burmese (Rangoon)	tɕhɑ̃i⁵⁵			95	TBL		1886		ʨʰɑ̃i⁵⁵		tɕʰ ɑ̃ i ∼ ⁵⁵	34087
6271	234		ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵	the sickle	Lashi	sickle	0624.33	Leqi (Luxi)	ʃə̱m³³ŋu̱i⁵⁵	net-sickle		120 1010	TBL		341		ʃə̱m³³ŋu̱i⁵⁵		ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵	47400
6272	42		ʃ ɔː ⁵⁵	to plant (vegetals, rice)	Lashi	plant (trees)	1774.33	Leqi (Luxi)	ʃɔː⁵⁵			943	TBL		1486		ʃɔː⁵⁵		ʃ ɔː ⁵⁵	48426
6273	153		ŋ ɑ̃ ∼ ²²	salty	Rangoon	salty	1076.27	Burmese (Rangoon)	ŋɑ̃²²			79	TBL		1091		ŋɑ̃²²		ŋ ɑ̃ ∼ ²²	400392
6274	122		m ɛ ³¹ + j a ⁵¹	the wheat	Bola	wheat	0410.32	Bola (Luxi)	mɛ³¹ja⁵¹	grain-1 grain-2		58 59	TBL		1077		mɛ³¹ja⁵¹		m ɛ ³¹ + j a ⁵¹	45356
6275	239		m ɛ ³¹ + j a ⁵¹	the barley (tibetan or highland)	Bola	barley	0411.32	Bola (Luxi)	mɛ³¹ja⁵¹	grain-1 grain-2		1341 1342	TBL		932		mɛ³¹ja⁵¹		m ɛ ³¹ + j a ⁵¹	45357
6276	181		p ɑ̃ u ∼ ²²	the thigh	Rangoon	thigh	0100.27	Burmese (Rangoon)	pɑ̃u²²	thigh		99	TBL		800		pɑ̃u²²		p ɑ̃ u ∼ ²²	34097
6277	60		ts a̰ t ⁵⁵	the lung	Maru	lung	0143.31	Langsu (Luxi)	tsa̱t⁵⁵			957	TBL		688		ʦa̱t⁵⁵		ts a̰ t ⁵⁵	43314
6278	3		tɕʰ - e - ²² + tʰ ɑ u ʔ ⁴	the foot	Rangoon	foot	0103.27	Burmese (Rangoon)	tɕhe²²thɑuʔ⁴			19 132	TBL		1301		ʨʰe²²tʰɑuʔ⁴		tɕʰ e ²² + tʰ ɑ u ʔ ⁴	34100
6279	216		ɑ ⁵³ + ɕ ĩ ²²	to be alive	Rangoon	living (adj.)	1087.27	Burmese (Rangoon)	ɑ⁵³ɕĩ²²			1335 126	TBL		1422		ɑ⁵³ɕĩ²²		ɑ ⁵³ + ɕ ĩ ∼ ²²	35127
6280	3		cʰ - i - ⁵⁵	the foot	Xiandao	foot	0103.29	Achang (Xiandao)	chi⁵⁵	foot		19	TBL		1301		chi⁵⁵		cʰ i ⁵⁵	37770
6281	156		tʰ ɔ ŋ ³¹	firewood	Xiandao	firewood	0534.29	Achang (Xiandao)	thɔŋ³¹	firewood		80	TBL		10		tʰɔŋ³¹		tʰ ɔ ŋ ³¹	38206
6282	82		tɕʰ - i - ⁵⁵ + x o ⁵⁵	the hoof	Achang_Longchuan	hoof	0264.28	Achang (Longchuan)	tɕhi⁵⁵xo⁵⁵	foot hoof		19 1250	TBL		152		ʨʰi⁵⁵xo⁵⁵		tɕʰ i ⁵⁵ + x o ⁵⁵	36160
6285	38		ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²	the skin	Rangoon	skin	0120.27	Burmese (Rangoon)	ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²	a-prefix meat a-prefix skin		1222 452 1222 936	TBL		763		ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²		ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²	34117
6286	239		m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵	the barley (tibetan or highland)	Atsi	barley	0411.30	Atsi [Zaiwa]	mə⁵⁵ja²¹sat⁵⁵	grain barley		1341 1342 1343	TBL		932		mə⁵⁵ja²¹sat⁵⁵		m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵	41717
6287	102		p a ʔ ⁵⁵	the sheep	Achang_Longchuan	sheep	0275.28	Achang (Longchuan)	paʔ⁵⁵	goat-sheep-2		39	TBL		1331		paʔ⁵⁵		p a ʔ ⁵⁵	36171
6288	182		p a ʔ ⁵⁵	the goat	Achang_Longchuan	goat	0276.28	Achang (Longchuan)	paʔ⁵⁵	goat-sheep-2		1315	TBL		1502		paʔ⁵⁵		p a ʔ ⁵⁵	36172
6290	117		n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n - ɛ ʔ ³¹	tomorrow	Maru	tomorrow	0742.31	Langsu (Luxi)	nɛʔ³¹mɔ⁵⁵nɛʔ³¹	day mo-suffix day		53 54 734	TBL		1329		nɛʔ³¹mɔ⁵⁵nɛʔ³¹		n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹	43918
6291	55		l i ŋ ⁵⁵	round	Atsi	circle / circular	0990.30	Atsi [Zaiwa]	liŋ⁵⁵	round		950	TBL		1395		liŋ⁵⁵		l i ŋ ⁵⁵	42326
6292	104		m a u - ²¹ + m j i ŋ ⁵¹	the thunder	Atsi	thunder	0008.30	Atsi [Zaiwa]	mau²¹mjiŋ⁵¹	sky-rain thunder		1265 42	TBL		1150		mau²¹mjiŋ⁵¹		m a u ²¹ + m j i ŋ ⁵¹	41304
6293	202		tʰ - ɔ m ⁵⁵ + p ɔ p ³¹	the mud	Lashi	mud	0046.33	Leqi (Luxi)	thɔm⁵⁵pɔp³¹			119 1328	TBL		640		tʰɔm⁵⁵pɔp³¹		tʰ ɔ m ⁵⁵ + p ɔ p ³¹	46820
6294	92		v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹	the rainbow	Atsi	rainbow	0011.30	Atsi [Zaiwa]	voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹	weave ? ? ?		1005 1006 1007 1008	TBL		1733		voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹		v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹	41307
6295	60		a ⁵³ + sʰ o ʔ ⁴	the lung	Rangoon	lung	0143.27	Burmese (Rangoon)	a⁵³shoʔ⁴			1238 957	TBL		688		a⁵³shoʔ⁴		a ⁵³ + sʰ o ʔ ⁴	34140
