ID	DOCULECT	DOCULECT_IS	CONCEPT	ID_IS	VALUE	SEGMENTED_VALUE	TOKENS	STRUCTURE	COGID
1123	Atsi	Nishi Zaiwa/Atsi	forget	209	mji⁵⁵	mj i ⁵⁵	m j i ⁵⁵	i m n t	209
1497	Maru	Nishi Langsu/Maru	frighten, scare	286	kjạuk⁵⁵	kj ạuk ⁵⁵	k j a̰ u k ⁵⁵	i m n c t	285
1498	Lashi	Nishi Leqi/Lashi	frighten, scare	286	kjụ:k⁵⁵	kj ụ:k ⁵⁵	k j ṵ: k ⁵⁵	i m n c t	285
1499	Bola	Nishi Bola	frighten, scare	286	kjạuɂ⁵⁵	kj ạuɂ ⁵⁵	k j a̰ u ʔ ⁵⁵	i m n nn c t	285
1500	Achang	Nishi Achang	frighten, scare	286	xʐoɂ⁵⁵	xʐ oɂ ⁵⁵	xʐ o ʔ ⁵⁵	i n c t	285
1501	Atsi	Nishi Zaiwa/Atsi	frighten, scare	286	kjụɂ⁵⁵	kj ụɂ ⁵⁵	k j ṵ ʔ ⁵⁵	i m n c t	285
484	Maru	Nishi Langsu/Maru	frog	91	pɔ̣³⁵	p ɔ̣ ³⁵	p ɔ̰ ³⁵	i n t	91
485	Xiandao	Nishi Xiandao	frog	91	phă³¹cak⁵⁵	ph ă ³¹ c ak ⁵⁵	pʰ ă ³¹ c/ts a k ⁵⁵	i n t i n c t	91
486	Lashi	Nishi Leqi/Lashi	frog	91	pɑ̣⁵⁵	p ɑ̣ ⁵⁵	p ɑ̰ ⁵⁵	i n t	91
487	Bola	Nishi Bola	frog	91	pạ³⁵	p ạ ³⁵	p a̰ ³⁵	i n t	91
488	Achang	Nishi Achang	frog	91	phɔ³¹	ph ɔ ³¹	pʰ ɔ ³¹	i n t	91
489	Atsi	Nishi Zaiwa/Atsi	frog	91	pọ̆²¹kjẹk⁵⁵	p ọ̆ ²¹ k jẹk ⁵⁵	p ŏ̰ ²¹ k j ḛ k ⁵⁵	i n t i m n c t	91
161	Maru	Nishi Langsu/Maru	frost, mist	31	ŋạŋ³¹	ŋ ạŋ ³¹	ŋ a̰ ŋ ³¹	i n c t	31
162	Xiandao	Nishi Xiandao	frost, mist	31	ŋ̊an⁵⁵	ŋ̊ an ⁵⁵	ŋ̊ a n ⁵⁵	i n c t	31
163	Lashi	Nishi Leqi/Lashi	frost, mist	31	ŋạn³³	ŋ ạn ³³	ŋ a̰ n ³³	i n c t	31
164	Bola	Nishi Bola	frost, mist	31	ŋɛ̣̃⁵⁵	ŋ ɛ̣̃ ⁵⁵	ŋ ɛ̰̃ ∼ ⁵⁵	i n c t	31
165	Achang	Nishi Achang	frost, mist	31	ŋ̊an⁵⁵	ŋ̊ an ⁵⁵	ŋ̊ a n ⁵⁵	i n c t	31
166	Atsi	Nishi Zaiwa/Atsi	frost, mist	31	ŋạn⁵¹	ŋ ạn ⁵¹	ŋ a̰ n ⁵¹	i n c t	31
713	Maru	Nishi Langsu/Maru	fruit	134	ʃï³⁵	ʃ ï ³⁵	ʃ ï/ʅ ³⁵	i n t	134
714	Xiandao	Nishi Xiandao	fruit	134	ʂï³¹	ʂ ï ³¹	ʂ ï/ʅ ³¹	i n t	134
715	Lashi	Nishi Leqi/Lashi	fruit	134	ʃï⁵⁵	ʃ ï ⁵⁵	ʃ ï/ʅ ⁵⁵	i n t	134
716	Bola	Nishi Bola	fruit	134	ʃï³⁵	ʃ ï ³⁵	ʃ ï/ʅ ³⁵	i n t	134
717	Achang	Nishi Achang	fruit	134	ʂə³¹	ʂ ə ³¹	ʂ ə ³¹	i n t	134
718	Atsi	Nishi Zaiwa/Atsi	fruit	134	ʃi²¹	ʃ i ²¹	ʃ i ²¹	i n t	134
115	Maru	Nishi Langsu/Maru	gall bladder	23	kjịk³¹	kj ịk ³¹	k j ḭ k ³¹	i m n c t	23
116	Xiandao	Nishi Xiandao	gall bladder	23	-chi³⁵	- ch i ³⁵	+ ch/tsʰ i ³⁵	+ i n t	23
117	Lashi	Nishi Leqi/Lashi	gall bladder	23	kjẹi⁵⁵	k jẹi ⁵⁵	k j ẹ i ⁵⁵	i m n nn t	23
118	Bola	Nishi Bola	gall bladder	23	kjị⁵⁵	kj ị ⁵⁵	k j ḭ ⁵⁵	i m n t	23
119	Achang	Nishi Achang	gall bladder	23	-tɕhi³⁵	- tɕh i ³⁵	+ tɕʰ i ³⁵	+ i n t	23
120	Atsi	Nishi Zaiwa/Atsi	gall bladder	23	-kjị⁵¹	- kj ị ⁵¹	+ k j ḭ ⁵¹	+ i m n t	23
98	Maru	Nishi Langsu/Maru	garden (plot)	20	khjɛ̃³¹	khj ɛ̃ ³¹	kʰ j ɛ̃ ∼ ³¹	i m n c t	20
99	Xiandao	Nishi Xiandao	garden (plot)	20	khʐam⁵⁵	khʐ am ⁵⁵	kʐʰ a m ⁵⁵	i n c t	20
100	Lashi	Nishi Leqi/Lashi	garden (plot)	20	khjam³³	khj am ³³	kʰ j a m ³³	i m n c t	20
101	Bola	Nishi Bola	garden (plot)	20	khjɛ̃⁵⁵	khj ɛ̃ ⁵⁵	kʰ j ɛ̃ ∼ ⁵⁵	i m n c t	20
102	Achang	Nishi Achang	garden (plot)	20	khʐam⁵⁵	khʐ am ⁵⁵	kʐʰ a m ⁵⁵	i n c t	20
103	Atsi	Nishi Zaiwa/Atsi	garden (plot)	20	khjam⁵¹	khj am ⁵¹	kʰ j a m ⁵¹	i m n c t	20
1241	Maru	Nishi Langsu/Maru	get, gain	233	ɣɔ⁵⁵	ɣ ɔ ⁵⁵	ɣ ɔ ⁵⁵	i n t	233
1242	Xiandao	Nishi Xiandao	get, gain	233	ʐɔ³⁵	ʐ ɔ ³⁵	ʐ ɔ ³⁵	i n t	233
1243	Lashi	Nishi Leqi/Lashi	get, gain	233	jɔ⁵⁵	j ɔ ⁵⁵	j ɔ ⁵⁵	m n t	233
1244	Bola	Nishi Bola	get, gain	233	ɣa³⁵	ɣ a ³⁵	ɣ a ³⁵	i n t	233
1245	Achang	Nishi Achang	get, gain	233	ʐua³⁵	ʐu a ³⁵	ʐ u a ³⁵	i m n t	233
1246	Atsi	Nishi Zaiwa/Atsi	get, gain	233	vo⁵⁵	v o ⁵⁵	v o ⁵⁵	i n t	233
1774	Lashi	Nishi Leqi/Lashi	ghost, spirit	342	nat³¹	n at ³¹	n a t ³¹	i n c t	340
1775	Atsi	Nishi Zaiwa/Atsi	ghost, spirit	342	nat²¹	n at ²¹	n a t ²¹	i n c t	340
580	Maru	Nishi Langsu/Maru	ginger	109	tʃhɔ̃³⁵	tʃh ɔ̃ ³⁵	tʃʰ ɔ̃ ∼ ³⁵	i n c t	109
581	Xiandao	Nishi Xiandao	ginger	109	tʂhaŋ³¹	tʂh aŋ ³¹	tʂʰ a ŋ ³¹	i n c t	109
582	Lashi	Nishi Leqi/Lashi	ginger	109	tʃhaŋ⁵⁵-	tʃh aŋ ⁵⁵ -	tʃʰ a ŋ ⁵⁵ +	i n c t +	109
583	Bola	Nishi Bola	ginger	109	tʃhɔ̃³⁵	tʃh ɔ̃ ³⁵	tʃʰ ɔ̃ ∼ ³⁵	i n c t	109
584	Achang	Nishi Achang	ginger	109	tɕhaŋ³¹	tɕh aŋ ³¹	tɕʰ a ŋ ³¹	i n c t	109
585	Atsi	Nishi Zaiwa/Atsi	ginger	109	tʃhaŋ²¹	tʃh aŋ ²¹	tʃʰ a ŋ ²¹	i n c t	109
801	Maru	Nishi Langsu/Maru	give	150	pjik⁵⁵	pj ik ⁵⁵	p j i k ⁵⁵	i m n c t	150
802	Lashi	Nishi Leqi/Lashi	give	150	pje:i³³	pj e:i ³³	p j e: i ³³	i m n nn t	150
803	Bola	Nishi Bola	give	150	pi³¹	p i ³¹	p i ³¹	i n t	150
804	Atsi	Nishi Zaiwa/Atsi	give	150	pji²¹	pj i ²¹	p j i ²¹	i m n t	150
1655	Maru	Nishi Langsu/Maru	go up, climb	315	tɔɂ³¹	t ɔɂ ³¹	t ɔ ʔ ³¹	i n c t	314
1656	Xiandao	Nishi Xiandao	go up, climb	315	tɔɂ⁵⁵	t ɔɂ ⁵⁵	t ɔ ʔ ⁵⁵	i n c t	314
1657	Lashi	Nishi Leqi/Lashi	go up, climb	315	tɔ:ɂ³¹	t ɔ:ɂ ³¹	t ɔ: ʔ ³¹	i n c t	314
1658	Bola	Nishi Bola	go up, climb	315	taɂ³¹	t aɂ ³¹	t a ʔ ³¹	i n c t	314
1659	Achang	Nishi Achang	go up, climb	315	tɔɂ⁵⁵	t ɔɂ ⁵⁵	t ɔ ʔ ⁵⁵	i n c t	314
1660	Atsi	Nishi Zaiwa/Atsi	go up, climb	315	toɂ²¹	t oɂ ²¹	t o ʔ ²¹	i n c t	314
1255	Maru	Nishi Langsu/Maru	go; return	236	lɔ⁵⁵	l ɔ ⁵⁵	l ɔ ⁵⁵	i n t	236
1256	Xiandao	Nishi Xiandao	go; return	236	lɔ³⁵	l ɔ ³⁵	l ɔ ³⁵	i n t	236
1257	Lashi	Nishi Leqi/Lashi	go; return	236	lɔ⁵⁵	l ɔ ⁵⁵	l ɔ ⁵⁵	i n t	236
1258	Bola	Nishi Bola	go; return	236	la³⁵	l a ³⁵	l a ³⁵	i n t	236
1259	Achang	Nishi Achang	go; return	236	lɔ⁵⁵	l ɔ ⁵⁵	l ɔ ⁵⁵	i n t	236
1260	Atsi	Nishi Zaiwa/Atsi	go; return	236	lo⁵⁵	l o ⁵⁵	l o ⁵⁵	i n t	236
949	Maru	Nishi Langsu/Maru	gong	177	mɔ̃³⁵	m ɔ̃ ³⁵	m ɔ̃ ∼ ³⁵	i n c t	177
950	Xiandao	Nishi Xiandao	gong	177	mɔŋ⁵⁵	m ɔŋ ⁵⁵	m ɔ ŋ ⁵⁵	i n c t	177
951	Lashi	Nishi Leqi/Lashi	gong	177	maŋ⁵⁵	m aŋ ⁵⁵	m a ŋ ⁵⁵	i n c t	177
952	Bola	Nishi Bola	gong	177	mɔ̃³⁵	m ɔ̃ ³⁵	m ɔ̃ ∼ ³⁵	i n c t	177
953	Achang	Nishi Achang	gong	177	mɔŋ⁵⁵	m ɔŋ ⁵⁵	m ɔ ŋ ⁵⁵	i n c t	177
970	Maru	Nishi Langsu/Maru	grandchild	181	mjik³¹	mj ik ³¹	m j i k ³¹	i m n c t	181
971	Xiandao	Nishi Xiandao	grandchild	181	mi³¹-	m i ³¹ -	m i ³¹ +	i n t +	181
972	Lashi	Nishi Leqi/Lashi	grandchild	181	mei³³-	m ei ³³ -	m e i ³³ +	i n nn t +	181
973	Bola	Nishi Bola	grandchild	181	məi³¹-	m əi ³¹ -	m ə i ³¹ +	i n nn t +	181
974	Achang	Nishi Achang	grandchild	181	mi³¹-	m i ³¹ -	m i ³¹ +	i n t +	181
975	Atsi	Nishi Zaiwa/Atsi	grandchild	181	-mji²¹	- mj i ²¹	+ m j i ²¹	+ i m n t	181
1140	Maru	Nishi Langsu/Maru	greasy, oily	213	ŋạŋ⁵⁵	ŋ ạŋ ⁵⁵	ŋ a̰ ŋ ⁵⁵	i n c t	213
1141	Xiandao	Nishi Xiandao	greasy, oily	213	ɲaŋ³⁵	ɲ aŋ ³⁵	ɲ a ŋ ³⁵	i n c t	213
1142	Lashi	Nishi Leqi/Lashi	greasy, oily	213	ŋə:ŋ⁵⁵	ŋ ə:ŋ ⁵⁵	ŋ ə: ŋ ⁵⁵	i n c t	213
1143	Bola	Nishi Bola	greasy, oily	213	ŋaŋ³⁵	ŋ aŋ ³⁵	ŋ a ŋ ³⁵	i n c t	213
1144	Atsi	Nishi Zaiwa/Atsi	greasy, oily	213	ŋjŋ⁵⁵	ŋj ŋ ⁵⁵	ŋ j ŋ ⁵⁵	i m i t	213
334	Maru	Nishi Langsu/Maru	green, blue, brown	63	ŋjuk³¹	ŋju k ³¹	ŋ j u k ³¹	i m n i t	63
335	Xiandao	Nishi Xiandao	green, blue, brown	63	ɲau⁵⁵	ɲ au ⁵⁵	ɲ a u ⁵⁵	i n nn t	63
336	Lashi	Nishi Leqi/Lashi	green, blue, brown	63	ŋja:u³¹	ŋj a:u ³¹	ŋ j a: u ³¹	i m n nn t	63
337	Bola	Nishi Bola	green, blue, brown	63	ŋjuŋ⁵⁵	ŋju ŋ ⁵⁵	ŋ j u ŋ ⁵⁵	i m n i t	63
338	Achang	Nishi Achang	green, blue, brown	63	ñau⁵⁵	ñ au ⁵⁵	ɲ a u ⁵⁵	i n nn t	63
339	Atsi	Nishi Zaiwa/Atsi	green, blue, brown	63	ŋjui⁵¹	ŋju i ⁵¹	ŋ j u i ⁵¹	i m n n t	63
44	Maru	Nishi Langsu/Maru	hair	9	tshɛ̃³¹	tsh ɛ̃ ³¹	tsʰ ɛ̃ ∼ ³¹	i n c t	9
45	Lashi	Nishi Leqi/Lashi	hair	9	tsham³³	tsh am ³³	tsʰ a m ³³	i n c t	9
46	Bola	Nishi Bola	hair	9	tshɛ̃⁵⁵	tsh ɛ̃ ⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	9
47	Atsi	Nishi Zaiwa/Atsi	hair	9	tsham⁵¹	tsh am ⁵¹	tsʰ a m ⁵¹	i n c t	9
219	Maru	Nishi Langsu/Maru	hammer	42	-tau³¹	- t au ³¹	+ t a u ³¹	+ i n nn t	42
220	Lashi	Nishi Leqi/Lashi	hammer	42	-tu³¹	- tu ³¹	+ t u ³¹	+ i m t	42
221	Bola	Nishi Bola	hammer	42	-tu⁵⁵	- tu ⁵⁵	+ t u ⁵⁵	+ i m t	42
222	Atsi	Nishi Zaiwa/Atsi	hammer	42	-tu⁵¹	- tu ⁵¹	+ t u ⁵¹	+ i m t	42
1841	Maru	Nishi Langsu/Maru	hand	355	lɔɂ³¹	l ɔɂ ³¹	l ɔ ʔ ³¹	i n c t	353
1842	Xiandao	Nishi Xiandao	hand	355	lɔɂ⁵⁵-	l ɔɂ ⁵⁵ -	l ɔ ʔ ⁵⁵ +	i n c t +	353
1843	Lashi	Nishi Leqi/Lashi	hand	355	lɔɂ³¹	l ɔɂ ³¹	l ɔ ʔ ³¹	i n c t	353
1844	Bola	Nishi Bola	hand	355	laɂ³¹	l aɂ ³¹	l a ʔ ³¹	i n c t	353
1845	Achang	Nishi Achang	hand	355	lɔɂ⁵⁵	l ɔɂ ⁵⁵	l ɔ ʔ ⁵⁵	i n c t	353
1846	Atsi	Nishi Zaiwa/Atsi	hand	355	loɂ²¹	l oɂ ²¹	l o ʔ ²¹	i n c t	353
1875	Maru	Nishi Langsu/Maru	hat	334	mauk³¹-	m auk ³¹ -	m a u k ³¹ +	i n nn c t +	359
1876	Lashi	Nishi Leqi/Lashi	hat	334	muk³¹-	mu k ³¹ -	m u k ³¹ +	i m i t +	359
1877	Bola	Nishi Bola	hat	334	mauɂ³¹-	m auɂ ³¹ -	m a u ʔ ³¹ +	i n nn c t +	359
1878	Atsi	Nishi Zaiwa/Atsi	hat	334	muɂ²¹-	m uɂ ²¹ -	m u ʔ ²¹ +	i n c t +	359
1609	Maru	Nishi Langsu/Maru	hatch	306	ap⁵⁵	ap ⁵⁵	a p ⁵⁵	n c t	305
1610	Xiandao	Nishi Xiandao	hatch	306	xup⁵⁵	xu p ⁵⁵	x u p ⁵⁵	i m i t	305
1611	Lashi	Nishi Leqi/Lashi	hatch	306	wụ:p⁵⁵	w ụ:p ⁵⁵	w ṵ: p ⁵⁵	m n c t	305
1612	Bola	Nishi Bola	hatch	306	ạp⁵⁵	ạp ⁵⁵	a̰ p ⁵⁵	n c t	305
1613	Achang	Nishi Achang	hatch	306	xup⁵⁵	xu p ⁵⁵	x u p ⁵⁵	i m i t	305
1614	Atsi	Nishi Zaiwa/Atsi	hatch	306	xup⁵⁵	xu p ⁵⁵	x u p ⁵⁵	i m i t	305
1004	Maru	Nishi Langsu/Maru	he (3sg. nom.)	187	jɔ̃³⁵	j ɔ̃ ³⁵	j ɔ̃ ∼ ³⁵	m n c t	187
1005	Xiandao	Nishi Xiandao	he (3sg. nom.)	187	ɲ̊aŋ³¹	ɲ̊ aŋ ³¹	ɲ̊ a ŋ ³¹	i n c t	187
1006	Lashi	Nishi Leqi/Lashi	he (3sg. nom.)	187	ŋjaŋ³³	ŋj aŋ ³³	ŋ j a ŋ ³³	i m n c t	187
1007	Bola	Nishi Bola	he (3sg. nom.)	187	jɔ̃³¹	j ɔ̃ ³¹	j ɔ̃ ∼ ³¹	m n c t	187
1008	Achang	Nishi Achang	he (3sg. nom.)	187	ñ̥aŋ³¹	ñ̥ aŋ ³¹	ɲ̊ a ŋ ³¹	i n c t	187
1009	Atsi	Nishi Zaiwa/Atsi	he (3sg. nom.)	187	jạŋ²¹	j ạŋ ²¹	j a̰ ŋ ²¹	m n c t	187
665	Maru	Nishi Langsu/Maru	head	126	au³⁵-	au ³⁵ -	a u ³⁵ +	n nn t +	126
666	Xiandao	Nishi Xiandao	head	126	u³¹-	u ³¹ -	u ³¹ +	n t +	126
667	Lashi	Nishi Leqi/Lashi	head	126	wɔ̣⁵⁵-	w ɔ̣ ⁵⁵ -	w ɔ̰ ⁵⁵ +	m n t +	126
668	Bola	Nishi Bola	head	126	ụ³⁵-	ụ ³⁵ -	ṵ ³⁵ +	n t +	126
669	Achang	Nishi Achang	head	126	u³¹-	u ³¹ -	u ³¹ +	n t +	126
670	Atsi	Nishi Zaiwa/Atsi	head	126	ụ²¹-	ụ ²¹ -	ṵ ²¹ +	n t +	126
907	Maru	Nishi Langsu/Maru	hear	170	kjɔ³⁵	kj ɔ ³⁵	k j ɔ ³⁵	i m n t	170
908	Xiandao	Nishi Xiandao	hear	170	kʐɔ³¹	kʐ ɔ ³¹	kʐ ɔ ³¹	i n t	170
909	Lashi	Nishi Leqi/Lashi	hear	170	kjɔ:³³	kj ɔ: ³³	k j ɔ: ³³	i m n t	170
910	Bola	Nishi Bola	hear	170	kja³¹	kj a ³¹	k j a ³¹	i m n t	170
911	Achang	Nishi Achang	hear	170	kʐua³¹	kʐu a ³¹	kʐ u a ³¹	i m n t	170
912	Atsi	Nishi Zaiwa/Atsi	hear	170	kjo²¹	kj o ²¹	k j o ²¹	i m n t	170
1554	Maru	Nishi Langsu/Maru	heart	296	nạk⁵⁵-	n ạk ⁵⁵ -	n a̰ k ⁵⁵ +	i n c t +	295
1555	Xiandao	Nishi Xiandao	heart	296	n̥ɔɂ³¹-	n̥ ɔɂ ³¹ -	n̥ ɔ ʔ ³¹ +	i n c t +	295
1556	Lashi	Nishi Leqi/Lashi	heart	296	nə̣k⁵⁵-	n ə̣k ⁵⁵ -	n ə̰ k ⁵⁵ +	i n c t +	295
1557	Bola	Nishi Bola	heart	296	nạk⁵⁵-	n ạk ⁵⁵ -	n a̰ k ⁵⁵ +	i n c t +	295
1558	Achang	Nishi Achang	heart	296	ña⁵⁵-	ñ a ⁵⁵ -	ɲ a ⁵⁵ +	i n t +	295
1559	Atsi	Nishi Zaiwa/Atsi	heart	296	nịk-⁵⁵	n ịk - ⁵⁵	n ḭ k + ⁵⁵	i n c + t	295
1034	Maru	Nishi Langsu/Maru	heavy	192	la³⁵	l a ³⁵	l a ³⁵	i n t	192
1035	Xiandao	Nishi Xiandao	heavy	192	lai³¹	l ai ³¹	l a i ³¹	i n nn t	192
1036	Lashi	Nishi Leqi/Lashi	heavy	192	la:i³³	l a:i ³³	l a: i ³³	i n nn t	192
1037	Bola	Nishi Bola	heavy	192	li³¹	li ³¹	l i ³¹	i m t	192
1038	Achang	Nishi Achang	heavy	192	li³¹	li ³¹	l i ³¹	i m t	192
1039	Atsi	Nishi Zaiwa/Atsi	heavy	192	lai²¹	l ai ²¹	l a i ²¹	i n nn t	192
92	Maru	Nishi Langsu/Maru	horns	19	khjuk³¹	khju k ³¹	kʰ ju k ³¹	i m i t	19
93	Xiandao	Nishi Xiandao	horns	19	-khʐau⁵⁵	- khʐ au ⁵⁵	+ kʐʰ a u ⁵⁵	+ i n nn t	19
94	Lashi	Nishi Leqi/Lashi	horns	19	khjou³³	khj ou ³³	kʰ j o u ³³	i m n nn t	19
95	Bola	Nishi Bola	horns	19	khju⁵⁵	khju ⁵⁵	kʰ ju ⁵⁵	i m t	19
96	Achang	Nishi Achang	horns	19	khʐau⁵⁵	khʐ au ⁵⁵	kʐʰ a u ⁵⁵	i n nn t	19
97	Atsi	Nishi Zaiwa/Atsi	horns	19	khjui⁵¹	khju i ⁵¹	kʰ ju i ⁵¹	i m n t	19
976	Maru	Nishi Langsu/Maru	horse	182	mjɔ̃³⁵	mj ɔ̃ ³⁵	m j ɔ̃ ∼ ³⁵	i m n c t	182
977	Xiandao	Nishi Xiandao	horse	182	m̥ʐaŋ³¹	m̥ʐ aŋ ³¹	m̥ʐ a ŋ ³¹	i n c t	182
978	Lashi	Nishi Leqi/Lashi	horse	182	mjaŋ³³	mj aŋ ³³	m j a ŋ ³³	i m n c t	182
979	Bola	Nishi Bola	horse	182	mjɔ̃³¹	mj ɔ̃ ³¹	m j ɔ̃ ∼ ³¹	i m n c t	182
980	Achang	Nishi Achang	horse	182	mʐaŋ³¹	mʐ aŋ ³¹	mʐ a ŋ ³¹	i n c t	182
981	Atsi	Nishi Zaiwa/Atsi	horse	182	mjaŋ²¹	mj aŋ ²¹	m j a ŋ ²¹	i m n c t	182
126	Maru	Nishi Langsu/Maru	house	25	jạm³¹	j ạm ³¹	j a̰ m ³¹	m n c t	25
127	Xiandao	Nishi Xiandao	house	25	in⁵⁵	in ⁵⁵	i n ⁵⁵	n c t	25
128	Lashi	Nishi Leqi/Lashi	house	25	jɔ̣m³³	j ɔ̣m ³³	j ɔ̰ m ³³	m n c t	25
129	Bola	Nishi Bola	house	25	jạm⁵⁵	j ạm ⁵⁵	j a̰ m ⁵⁵	m n c t	25
130	Achang	Nishi Achang	house	25	in⁵⁵	in ⁵⁵	i n ⁵⁵	n c t	25
131	Atsi	Nishi Zaiwa/Atsi	house	25	jụm⁵¹	j ụm ⁵¹	j ṵ m ⁵¹	m n c t	25
167	Maru	Nishi Langsu/Maru	hundred	32	ʃɔ³¹	ʃ ɔ ³¹	ʃ ɔ ³¹	i n t	32
168	Lashi	Nishi Leqi/Lashi	hundred	32	ʃọ³³	ʃ ọ ³³	ʃ o̰ ³³	i n t	32
169	Bola	Nishi Bola	hundred	32	ja⁵⁵	j a ⁵⁵	j a ⁵⁵	m n t	32
170	Atsi	Nishi Zaiwa/Atsi	hundred	32	ʃo⁵¹	ʃ o ⁵¹	ʃ o ⁵¹	i n t	32
1727	Maru	Nishi Langsu/Maru	hungry	332	møɂ³¹	m øɂ ³¹	m ø ʔ ³¹	i n c t	331
1728	Xiandao	Nishi Xiandao	hungry	332	mut⁵⁵	mu t ⁵⁵	m u t ⁵⁵	i m i t	331
1729	Lashi	Nishi Leqi/Lashi	hungry	332	?mu:t⁵⁵	?m u:t ⁵⁵	?/m u: t ⁵⁵	i n c t	331
1730	Bola	Nishi Bola	hungry	332	-møɂ⁵⁵	- m øɂ ⁵⁵	+ m ø ʔ ⁵⁵	+ i n c t	331
1731	Atsi	Nishi Zaiwa/Atsi	hungry	332	mut²¹	mu t ²¹	m u t ²¹	i m i t	331
287	Maru	Nishi Langsu/Maru	hurt, ill	56	nɔ³¹	n ɔ ³¹	n ɔ ³¹	i n t	55
288	Xiandao	Nishi Xiandao	hurt, ill	56	nɔ⁵⁵	n ɔ ⁵⁵	n ɔ ⁵⁵	i n t	55
289	Lashi	Nishi Leqi/Lashi	hurt, ill	56	nɔ:³¹	n ɔ: ³¹	n ɔ: ³¹	i n t	55
290	Bola	Nishi Bola	hurt, ill	56	na⁵⁵	n a ⁵⁵	n a ⁵⁵	i n t	55
291	Achang	Nishi Achang	hurt, ill	56	nɔ⁵⁵	n ɔ ⁵⁵	n ɔ ⁵⁵	i n t	55
292	Atsi	Nishi Zaiwa/Atsi	hurt, ill	56	no⁵¹	n o ⁵¹	n o ⁵¹	i n t	55
394	Maru	Nishi Langsu/Maru	husband	74	lɔ̃³¹	l ɔ̃ ³¹	l ɔ̃ ∼ ³¹	i n c t	74
395	Lashi	Nishi Leqi/Lashi	husband	74	laŋ³¹	l aŋ ³¹	l a ŋ ³¹	i n c t	74
396	Bola	Nishi Bola	husband	74	jɔ̃³¹lɔ̃⁵⁵	j ɔ̃ ³¹ l ɔ̃ ⁵⁵	j ɔ̃ ∼ ³¹ l ɔ̃ ∼ ⁵⁵	m n c t i n c t	74
397	Atsi	Nishi Zaiwa/Atsi	husband	74	laŋ⁵¹	l aŋ ⁵¹	l a ŋ ⁵¹	i n c t	74
1151	Maru	Nishi Langsu/Maru	in front of	215	xak⁵⁵	x ak ⁵⁵	x a k ⁵⁵	i n c t	215
1152	Xiandao	Nishi Xiandao	in front of	215	-sai³⁵	- s ai ³⁵	+ s a i ³⁵	+ i n nn t	215
1153	Lashi	Nishi Leqi/Lashi	in front of	215	ʃə̣k⁵³	ʃ ə̣k ⁵³	ʃ ə̰ k ⁵³	i n c t	215
1154	Bola	Nishi Bola	in front of	215	xəi³⁵	x əi ³⁵	x ə i ³⁵	i n nn t	215
1155	Achang	Nishi Achang	in front of	215	-siɂ³¹	- s iɂ ³¹	+ s i ɂ ³¹	+ i n c t	215
1156	Atsi	Nishi Zaiwa/Atsi	in front of	215	xi⁵⁵	x i ⁵⁵	x i ⁵⁵	i n t	215
805	Maru	Nishi Langsu/Maru	insect	151	puk⁵⁵	p uk ⁵⁵	p u k ⁵⁵	i n c t	151
806	Xiandao	Nishi Xiandao	insect	151	pau³¹	p au ³¹	p a u ³¹	i n nn t	151
807	Lashi	Nishi Leqi/Lashi	insect	151	pou³³	p ou ³³	p o u ³³	i n nn t	151
808	Bola	Nishi Bola	insect	151	pau³¹	p au ³¹	p a u ³¹	i n nn t	151
809	Achang	Nishi Achang	insect	151	pau³¹	p au ³¹	p a u ³¹	i n nn t	151
810	Atsi	Nishi Zaiwa/Atsi	insect	151	pau²¹	p au ²¹	p a u ²¹	i n nn t	151
53	Maru	Nishi Langsu/Maru	inside	11	-khuk³¹	- khu k ³¹	+ kʰ u k ³¹	+ i m i t	11
54	Xiandao	Nishi Xiandao	inside	11	-xau⁵⁵	- x au ⁵⁵	+ x a u ⁵⁵	+ i n nn t	11
55	Lashi	Nishi Leqi/Lashi	inside	11	-khou³³	- kh ou ³³	+ kʰ o u ³³	+ i n nn t	11
56	Bola	Nishi Bola	inside	11	-khau⁵⁵	- kh au ⁵⁵	+ kʰ a u ⁵⁵	+ i n nn t	11
57	Achang	Nishi Achang	inside	11	-xau⁵⁵	- x au ⁵⁵	+ x a u ⁵⁵	+ i n nn t	11
58	Atsi	Nishi Zaiwa/Atsi	inside	11	-khau⁵¹	- kh au ⁵¹	+ kʰ a u ⁵¹	+ i n nn t	11
132	Maru	Nishi Langsu/Maru	intestine	26	ạu³¹	ạu ³¹	a̰ u ³¹	n nn t	26
133	Xiandao	Nishi Xiandao	intestine	26	-u⁵⁵	- u ⁵⁵	+ u ⁵⁵	+ n t	26
134	Lashi	Nishi Leqi/Lashi	intestine	26	ụ³³	ụ ³³	ṵ ³³	n t	26
135	Bola	Nishi Bola	intestine	26	u⁵⁵	u ⁵⁵	u ⁵⁵	n t	26
136	Achang	Nishi Achang	intestine	26	-u⁵⁵	- u ⁵⁵	+ u ⁵⁵	+ n t	26
137	Atsi	Nishi Zaiwa/Atsi	intestine	26	u⁵¹	u ⁵¹	u ⁵¹	n t	26
156	Maru	Nishi Langsu/Maru	iron	30	ʃɛ̃³¹-	ʃ ɛ̃ ³¹ -	ʃ ɛ̃ ∼ ³¹ +	i n c t +	30
157	Xiandao	Nishi Xiandao	iron	30	ʂam⁵⁵	ʂ am ⁵⁵	ʂ a m ⁵⁵	i n c t	30
